label,top_left_x,top_left_y,width,height,image_name,image_width,image_height
Javan Myna,73,59,70,97,Javan Myna-50.png,224,224
Javan Myna,50,97,43,104,Javan Myna-51.png,224,224
Javan Myna,36,15,31,37,Javan Myna-52.png,224,224
Javan Myna,163,149,22,63,Javan Myna-52.png,224,224
Javan Myna,116,93,23,20,Javan Myna-54.png,224,224
Javan Myna,59,67,103,85,Javan Myna-55.png,224,224
Javan Myna,122,123,16,18,Javan Myna-56.png,224,224
Javan Myna,67,71,88,85,Javan Myna-57.png,224,224
Javan Myna,69,21,26,45,Javan Myna-58.png,224,224
Javan Myna,91,55,39,111,Javan Myna-6.png,224,224
Javan Myna,102,116,26,45,Javan Myna-62.png,224,224
Javan Myna,83,66,92,113,Javan Myna-64.png,224,224
Javan Myna,87,112,42,22,Javan Myna-65.png,224,224
Javan Myna,122,97,36,56,Javan Myna-66.png,224,224
Javan Myna,65,82,23,25,Javan Myna-67.png,224,224
Javan Myna,68,77,81,81,Javan Myna-68.png,224,224
Javan Myna,105,67,104,89,Javan Myna-69.png,224,224
Javan Myna,90,56,49,87,Javan Myna-7.png,224,224
Javan Myna,122,50,16,28,Javan Myna-70.png,224,224
Javan Myna,66,96,85,81,Javan Myna-72.png,224,224
Javan Myna,0,23,191,189,Javan Myna-74.png,224,224
Javan Myna,109,82,50,39,Javan Myna-75.png,224,224
Javan Myna,86,103,29,37,Javan Myna-76.png,224,224
Javan Myna,62,45,128,161,Javan Myna-78.png,224,224
Javan Myna,98,92,36,27,Javan Myna-79.png,224,224
Javan Myna,52,54,127,140,Javan Myna-8.png,224,224
Javan Myna,52,88,94,101,Javan Myna-80.png,224,224
Javan Myna,98,27,30,92,Javan Myna-81.png,224,224
Javan Myna,109,82,38,95,Javan Myna-82.png,224,224
Javan Myna,90,62,81,130,Javan Myna-83.png,224,224
Javan Myna,204,44,20,32,Javan Myna-84.png,224,224
Javan Myna,154,148,40,45,Javan Myna-84.png,224,224
Javan Myna,0,101,15,36,Javan Myna-84.png,224,224
Javan Myna,69,57,85,114,Javan Myna-85.png,224,224
Javan Myna,35,59,153,107,Javan Myna-86.png,224,224
Javan Myna,109,94,36,63,Javan Myna-88.png,224,224
Javan Myna,47,61,120,115,Javan Myna-89.png,224,224
Javan Myna,36,107,15,20,Javan Myna-9.png,224,224
Javan Myna,72,118,9,23,Javan Myna-9.png,224,224
Javan Myna,190,117,21,25,Javan Myna-9.png,224,224
Javan Myna,68,37,63,105,Javan Myna-90.png,224,224
Javan Myna,106,72,118,112,Javan Myna-90.png,224,224
Javan Myna,92,113,29,20,Javan Myna-91.png,224,224
Javan Myna,66,50,81,126,Javan Myna-93.png,224,224
Javan Myna,179,38,27,37,Javan Myna-94.png,224,224
Javan Myna,107,132,19,30,Javan Myna-95.png,224,224
Javan Myna,54,42,12,14,Javan Myna-97.png,224,224
Javan Myna,124,71,12,16,Javan Myna-97.png,224,224
Javan Myna,84,124,27,26,Javan Myna-99.png,224,224
