label,top_left_x,top_left_y,width,height,image_name,image_width,image_height
Brown-throated Sunbird,96,101,128,91,Brown-throated Sunbird-42.png,224,224
Brown-throated Sunbird,93,118,44,34,Brown-throated Sunbird-43.png,224,224
Brown-throated Sunbird,35,87,121,58,Brown-throated Sunbird-44.png,224,224
Brown-throated Sunbird,73,93,61,48,Brown-throated Sunbird-45.png,224,224
Brown-throated Sunbird,71,75,30,95,Brown-throated Sunbird-46.png,224,224
Brown-throated Sunbird,84,26,80,108,Brown-throated Sunbird-48.png,224,224
Brown-throated Sunbird,64,188,34,36,Brown-throated Sunbird-49.png,224,224
Brown-throated Sunbird,52,10,129,94,Brown-throated Sunbird-5.png,224,224
Brown-throated Sunbird,50,47,145,78,Brown-throated Sunbird-50.png,224,224
Brown-throated Sunbird,42,24,110,122,Brown-throated Sunbird-51.png,224,224
Brown-throated Sunbird,53,88,90,43,Brown-throated Sunbird-53.png,224,224
Brown-throated Sunbird,117,68,78,87,Brown-throated Sunbird-55.png,224,224
Brown-throated Sunbird,89,94,29,45,Brown-throated Sunbird-56.png,224,224
Brown-throated Sunbird,76,81,67,65,Brown-throated Sunbird-57.png,224,224
Brown-throated Sunbird,47,58,136,114,Brown-throated Sunbird-58.png,224,224
Brown-throated Sunbird,100,97,22,29,Brown-throated Sunbird-59.png,224,224
Brown-throated Sunbird,23,83,138,73,Brown-throated Sunbird-6.png,224,224
Brown-throated Sunbird,67,47,88,132,Brown-throated Sunbird-60.png,224,224
Brown-throated Sunbird,83,97,53,37,Brown-throated Sunbird-61.png,224,224
Brown-throated Sunbird,122,50,53,55,Brown-throated Sunbird-62.png,224,224
Brown-throated Sunbird,112,78,70,67,Brown-throated Sunbird-127.png,224,224
Brown-throated Sunbird,81,107,80,40,Brown-throated Sunbird-64.png,224,224
Brown-throated Sunbird,36,59,117,99,Brown-throated Sunbird-65.png,224,224
Brown-throated Sunbird,58,65,101,120,Brown-throated Sunbird-66.png,224,224
Brown-throated Sunbird,65,76,49,73,Brown-throated Sunbird-67.png,224,224
Brown-throated Sunbird,14,80,186,81,Brown-throated Sunbird-68.png,224,224
Brown-throated Sunbird,78,87,59,64,Brown-throated Sunbird-69.png,224,224
Brown-throated Sunbird,45,3,116,213,Brown-throated Sunbird-7.png,224,224
Brown-throated Sunbird,65,72,43,33,Brown-throated Sunbird-70.png,224,224
Brown-throated Sunbird,71,83,99,94,Brown-throated Sunbird-71.png,224,224
Brown-throated Sunbird,85,95,27,26,Brown-throated Sunbird-72.png,224,224
Brown-throated Sunbird,100,34,65,95,Brown-throated Sunbird-73.png,224,224
Brown-throated Sunbird,94,54,83,152,Brown-throated Sunbird-74.png,224,224
Brown-throated Sunbird,69,94,73,41,Brown-throated Sunbird-77.png,224,224
Brown-throated Sunbird,50,79,55,22,Brown-throated Sunbird-78.png,224,224
Brown-throated Sunbird,4,139,29,22,Brown-throated Sunbird-79.png,224,224
Brown-throated Sunbird,186,62,38,66,Brown-throated Sunbird-79.png,224,224
Brown-throated Sunbird,41,78,59,64,Brown-throated Sunbird-8.png,224,224
Brown-throated Sunbird,26,80,75,62,Brown-throated Sunbird-80.png,224,224
Brown-throated Sunbird,75,66,71,117,Brown-throated Sunbird-81.png,224,224
Brown-throated Sunbird,83,118,65,15,Brown-throated Sunbird-82.png,224,224
Brown-throated Sunbird,118,84,44,77,Brown-throated Sunbird-83.png,224,224
Brown-throated Sunbird,98,99,46,37,Brown-throated Sunbird-84.png,224,224
Brown-throated Sunbird,19,8,151,120,Brown-throated Sunbird-85.png,224,224
Brown-throated Sunbird,77,90,59,33,Brown-throated Sunbird-86.png,224,224
Brown-throated Sunbird,71,123,115,48,Brown-throated Sunbird-87.png,224,224
Brown-throated Sunbird,24,66,103,93,Brown-throated Sunbird-88.png,224,224
Brown-throated Sunbird,62,49,104,93,Brown-throated Sunbird-89.png,224,224
Brown-throated Sunbird,51,98,127,65,Brown-throated Sunbird-117.png,224,224
Brown-throated Sunbird,98,95,43,43,Brown-throated Sunbird-90.png,224,224
Brown-throated Sunbird,30,89,111,123,Brown-throated Sunbird-92.png,224,224
Brown-throated Sunbird,87,94,23,61,Brown-throated Sunbird-93.png,224,224
Brown-throated Sunbird,97,88,35,48,Brown-throated Sunbird-94.png,224,224
Brown-throated Sunbird,127,78,39,45,Brown-throated Sunbird-95.png,224,224
Brown-throated Sunbird,89,80,70,82,Brown-throated Sunbird-124.png,224,224
Brown-throated Sunbird,62,44,159,122,Brown-throated Sunbird-97.png,224,224
Brown-throated Sunbird,99,119,22,28,Brown-throated Sunbird-98.png,224,224
Brown-throated Sunbird,76,114,81,52,Brown-throated Sunbird-99.png,224,224
