label,top_left_x,top_left_y,width,height,image_name,image_width,image_height
Striated Heron,92,85,44,61,Striated Heron-17.png,224,224
Striated Heron,83,76,45,81,Striated Heron-18.png,224,224
Striated Heron,64,91,84,37,Striated Heron-2.png,224,224
Striated Heron,39,65,76,41,Striated Heron-21.png,224,224
Striated Heron,126,90,27,53,Striated Heron-22.png,224,224
Striated Heron,1,32,202,180,Striated Heron-23.png,224,224
Striated Heron,111,65,38,59,Striated Heron-24.png,224,224
Striated Heron,51,87,91,111,Striated Heron-25.png,224,224
Striated Heron,122,72,55,30,Striated Heron-26.png,224,224
Striated Heron,97,83,40,81,Striated Heron-27.png,224,224
Striated Heron,58,45,60,136,Striated Heron-28.png,224,224
Striated Heron,65,115,50,80,Striated Heron-29.png,224,224
Striated Heron,80,81,84,61,Striated Heron-3.png,224,224
Striated Heron,105,114,96,61,Striated Heron-31.png,224,224
Striated Heron,35,74,181,150,Striated Heron-32.png,224,224
Striated Heron,47,96,91,96,Striated Heron-33.png,224,224
Striated Heron,98,95,92,89,Striated Heron-34.png,224,224
Striated Heron,150,75,36,29,Striated Heron-35.png,224,224
Striated Heron,45,68,67,107,Striated Heron-36.png,224,224
Striated Heron,61,90,107,63,Striated Heron-37.png,224,224
Striated Heron,88,83,51,90,Striated Heron-38.png,224,224
Striated Heron,77,35,89,172,Striated Heron-4.png,224,224
Striated Heron,56,66,63,81,Striated Heron-40.png,224,224
Striated Heron,93,82,56,55,Striated Heron-41.png,224,224
Striated Heron,6,44,189,159,Striated Heron-42.png,224,224
Striated Heron,59,78,101,84,Striated Heron-43.png,224,224
Striated Heron,67,120,54,75,Striated Heron-44.png,224,224
Striated Heron,37,71,132,112,Striated Heron-45.png,224,224
Striated Heron,44,32,150,183,Striated Heron-46.png,224,224
Striated Heron,27,55,180,123,Striated Heron-47.png,224,224
Striated Heron,105,95,13,41,Striated Heron-49.png,224,224
Striated Heron,52,86,109,79,Striated Heron-5.png,224,224
Striated Heron,34,91,142,71,Striated Heron-51.png,224,224
Striated Heron,107,70,40,49,Striated Heron-53.png,224,224
Striated Heron,39,70,97,127,Striated Heron-54.png,224,224
Striated Heron,8,74,174,79,Striated Heron-55.png,224,224
Striated Heron,93,84,46,37,Striated Heron-58.png,224,224
Striated Heron,63,94,83,54,Striated Heron-59.png,224,224
Striated Heron,90,140,31,38,Striated Heron-6.png,224,224
Striated Heron,41,74,159,85,Striated Heron-60.png,224,224
Striated Heron,94,95,32,36,Striated Heron-61.png,224,224
Striated Heron,73,91,54,46,Striated Heron-62.png,224,224
Striated Heron,111,99,43,56,Striated Heron-63.png,224,224
Striated Heron,114,93,60,35,Striated Heron-64.png,224,224
Striated Heron,83,90,58,39,Striated Heron-65.png,224,224
Striated Heron,28,61,138,138,Striated Heron-66.png,224,224
Striated Heron,75,90,49,34,Striated Heron-68.png,224,224
Striated Heron,71,43,88,142,Striated Heron-69.png,224,224
Striated Heron,126,103,34,61,Striated Heron-7.png,224,224
Striated Heron,98,96,46,50,Striated Heron-70.png,224,224
Striated Heron,60,96,82,50,Striated Heron-77.png,224,224
Striated Heron,70,93,89,32,Striated Heron-79.png,224,224
Striated Heron,95,95,39,27,Striated Heron-80.png,224,224
Striated Heron,21,40,57,105,Striated Heron-84.png,224,224
Striated Heron,118,127,69,97,Striated Heron-85.png,224,224
Striated Heron,68,79,80,35,Striated Heron-86.png,224,224
Striated Heron,0,34,213,176,Striated Heron-89.png,224,224
Striated Heron,53,59,45,87,Striated Heron-9.png,224,224
Striated Heron,61,73,86,90,Striated Heron-91.png,224,224
Striated Heron,39,77,131,81,Striated Heron-92.png,224,224
Striated Heron,61,71,72,49,Striated Heron-93.png,224,224
Striated Heron,72,114,32,19,Striated Heron-94.png,224,224
Striated Heron,28,45,169,108,Striated Heron-95.png,224,224
Striated Heron,43,28,148,170,Striated Heron-96.png,224,224
Striated Heron,65,105,63,95,Striated Heron-97.png,224,224
Striated Heron,74,101,35,27,Striated Heron-98.png,224,224
Striated Heron,77,66,85,137,Striated Heron-99.png,224,224
