label,top_left_x,top_left_y,width,height,image_name,image_width,image_height
Black-naped Oriole,56,86,126,104,Black-naped Oriole-21.png,224,224
Black-naped Oriole,101,135,19,35,Black-naped Oriole-22.png,224,224
Black-naped Oriole,47,86,103,75,Black-naped Oriole-23.png,224,224
Black-naped Oriole,46,70,83,134,Black-naped Oriole-24.png,224,224
Black-naped Oriole,82,72,39,67,Black-naped Oriole-25.png,224,224
Black-naped Oriole,95,77,19,24,Black-naped Oriole-26.png,224,224
Black-naped Oriole,86,99,30,49,Black-naped Oriole-27.png,224,224
Black-naped Oriole,84,76,52,91,Black-naped Oriole-28.png,224,224
Black-naped Oriole,72,54,45,69,Black-naped Oriole-114.png,224,224
Black-naped Oriole,68,85,26,31,Black-naped Oriole-3.png,224,224
Black-naped Oriole,182,128,0,0,Black-naped Oriole-3.png,224,224
Black-naped Oriole,40,83,28,34,Black-naped Oriole-30.png,224,224
Black-naped Oriole,117,81,13,15,Black-naped Oriole-31.png,224,224
Black-naped Oriole,0,63,224,126,Black-naped Oriole-32.png,224,224
Black-naped Oriole,21,57,73,100,Black-naped Oriole-33.png,224,224
Black-naped Oriole,91,118,38,24,Black-naped Oriole-34.png,224,224
Black-naped Oriole,0,65,194,119,Black-naped Oriole-35.png,224,224
Black-naped Oriole,62,98,81,41,Black-naped Oriole-36.png,224,224
Black-naped Oriole,98,90,11,11,Black-naped Oriole-37.png,224,224
Black-naped Oriole,13,54,135,102,Black-naped Oriole-38.png,224,224
Black-naped Oriole,81,125,24,16,Black-naped Oriole-39.png,224,224
Black-naped Oriole,94,86,42,35,Black-naped Oriole-4.png,224,224
Black-naped Oriole,140,75,53,49,Black-naped Oriole-41.png,224,224
Black-naped Oriole,95,1,67,80,Black-naped Oriole-42.png,224,224
Black-naped Oriole,83,82,79,99,Black-naped Oriole-43.png,224,224
Black-naped Oriole,9,65,166,86,Black-naped Oriole-44.png,224,224
Black-naped Oriole,96,95,37,40,Black-naped Oriole-45.png,224,224
Black-naped Oriole,102,59,39,64,Black-naped Oriole-46.png,224,224
Black-naped Oriole,92,12,27,14,Black-naped Oriole-47.png,224,224
Black-naped Oriole,77,83,72,79,Black-naped Oriole-48.png,224,224
Black-naped Oriole,10,42,213,109,Black-naped Oriole-49.png,224,224
Black-naped Oriole,26,66,151,113,Black-naped Oriole-5.png,224,224
Black-naped Oriole,59,41,107,150,Black-naped Oriole-50.png,224,224
Black-naped Oriole,120,78,28,36,Black-naped Oriole-51.png,224,224
Black-naped Oriole,124,84,40,41,Black-naped Oriole-53.png,224,224
Black-naped Oriole,66,70,82,81,Black-naped Oriole-54.png,224,224
Black-naped Oriole,61,92,45,42,Black-naped Oriole-56.png,224,224
Black-naped Oriole,42,102,120,69,Black-naped Oriole-57.png,224,224
Black-naped Oriole,70,109,47,72,Black-naped Oriole-58.png,224,224
Black-naped Oriole,34,99,85,85,Black-naped Oriole-6.png,224,224
Black-naped Oriole,104,107,29,22,Black-naped Oriole-60.png,224,224
Black-naped Oriole,90,96,31,21,Black-naped Oriole-61.png,224,224
Black-naped Oriole,126,143,41,21,Black-naped Oriole-62.png,224,224
Black-naped Oriole,76,104,74,119,Black-naped Oriole-63.png,224,224
Black-naped Oriole,94,102,40,31,Black-naped Oriole-65.png,224,224
Black-naped Oriole,92,63,58,66,Black-naped Oriole-66.png,224,224
Black-naped Oriole,76,94,76,35,Black-naped Oriole-7.png,224,224
Black-naped Oriole,79,59,116,129,Black-naped Oriole-70.png,224,224
Black-naped Oriole,100,98,28,26,Black-naped Oriole-72.png,224,224
Black-naped Oriole,102,97,26,19,Black-naped Oriole-73.png,224,224
Black-naped Oriole,66,54,68,33,Black-naped Oriole-74.png,224,224
Black-naped Oriole,62,76,97,99,Black-naped Oriole-75.png,224,224
Black-naped Oriole,98,82,54,40,Black-naped Oriole-76.png,224,224
Black-naped Oriole,77,65,67,70,Black-naped Oriole-77.png,224,224
Black-naped Oriole,90,138,42,51,Black-naped Oriole-78.png,224,224
Black-naped Oriole,96,109,59,57,Black-naped Oriole-79.png,224,224
Black-naped Oriole,55,36,127,170,Black-naped Oriole-8.png,224,224
Black-naped Oriole,87,93,49,26,Black-naped Oriole-80.png,224,224
Black-naped Oriole,85,151,11,14,Black-naped Oriole-81.png,224,224
Black-naped Oriole,98,101,35,40,Black-naped Oriole-82.png,224,224
Black-naped Oriole,27,17,28,44,Black-naped Oriole-83.png,224,224
Black-naped Oriole,69,81,155,95,Black-naped Oriole-84.png,224,224
Black-naped Oriole,17,64,171,122,Black-naped Oriole-85.png,224,224
Black-naped Oriole,83,92,72,50,Black-naped Oriole-86.png,224,224
Black-naped Oriole,97,85,44,34,Black-naped Oriole-86.png,224,224
Black-naped Oriole,69,94,56,75,Black-naped Oriole-87.png,224,224
Black-naped Oriole,105,114,29,34,Black-naped Oriole-88.png,224,224
Black-naped Oriole,106,126,40,45,Black-naped Oriole-89.png,224,224
Black-naped Oriole,95,125,34,35,Black-naped Oriole-9.png,224,224
Black-naped Oriole,51,82,90,32,Black-naped Oriole-90.png,224,224
Black-naped Oriole,80,99,38,39,Black-naped Oriole-91.png,224,224
Black-naped Oriole,65,100,34,29,Black-naped Oriole-92.png,224,224
Black-naped Oriole,24,63,132,104,Black-naped Oriole-93.png,224,224
Black-naped Oriole,41,29,124,173,Black-naped Oriole-94.png,224,224
Black-naped Oriole,93,85,27,57,Black-naped Oriole-95.png,224,224
Black-naped Oriole,74,84,55,29,Black-naped Oriole-96.png,224,224
Black-naped Oriole,104,92,26,39,Black-naped Oriole-98.png,224,224
Black-naped Oriole,70,46,41,56,Black-naped Oriole-99.png,224,224
