label,top_left_x,top_left_y,width,height,image_name,image_width,image_height
White-breasted Waterhen,102,106,64,46,White-breasted Waterhen-62.png,224,224
White-breasted Waterhen,97,27,127,102,White-breasted Waterhen-63.png,224,224
White-breasted Waterhen,67,55,97,100,White-breasted Waterhen-64.png,224,224
White-breasted Waterhen,65,103,44,33,White-breasted Waterhen-65.png,224,224
White-breasted Waterhen,68,76,76,57,White-breasted Waterhen-66.png,224,224
White-breasted Waterhen,108,113,21,23,White-breasted Waterhen-7.png,224,224
White-breasted Waterhen,86,98,53,76,White-breasted Waterhen-70.png,224,224
White-breasted Waterhen,125,72,38,89,White-breasted Waterhen-70.png,224,224
White-breasted Waterhen,101,88,26,32,White-breasted Waterhen-71.png,224,224
White-breasted Waterhen,66,89,79,45,White-breasted Waterhen-72.png,224,224
White-breasted Waterhen,29,28,170,180,White-breasted Waterhen-73.png,224,224
White-breasted Waterhen,117,27,39,65,White-breasted Waterhen-74.png,224,224
White-breasted Waterhen,57,81,107,66,White-breasted Waterhen-75.png,224,224
White-breasted Waterhen,72,87,73,52,White-breasted Waterhen-76.png,224,224
White-breasted Waterhen,70,88,69,33,White-breasted Waterhen-77.png,224,224
White-breasted Waterhen,108,79,83,72,White-breasted Waterhen-78.png,224,224
White-breasted Waterhen,96,96,25,19,White-breasted Waterhen-79.png,224,224
White-breasted Waterhen,79,75,26,21,White-breasted Waterhen-8.png,224,224
White-breasted Waterhen,51,38,103,159,White-breasted Waterhen-82.png,224,224
White-breasted Waterhen,97,84,36,43,White-breasted Waterhen-83.png,224,224
White-breasted Waterhen,21,26,203,179,White-breasted Waterhen-84.png,224,224
White-breasted Waterhen,82,69,72,41,White-breasted Waterhen-85.png,224,224
White-breasted Waterhen,86,124,50,54,White-breasted Waterhen-86.png,224,224
White-breasted Waterhen,88,89,49,36,White-breasted Waterhen-87.png,224,224
White-breasted Waterhen,93,89,40,41,White-breasted Waterhen-88.png,224,224
White-breasted Waterhen,87,91,53,39,White-breasted Waterhen-89.png,224,224
White-breasted Waterhen,40,120,91,47,White-breasted Waterhen-9.png,224,224
White-breasted Waterhen,69,93,70,43,White-breasted Waterhen-90.png,224,224
White-breasted Waterhen,52,57,172,157,White-breasted Waterhen-92.png,224,224
White-breasted Waterhen,46,136,47,39,White-breasted Waterhen-93.png,224,224
White-breasted Waterhen,71,147,36,32,White-breasted Waterhen-94.png,224,224
White-breasted Waterhen,101,151,30,35,White-breasted Waterhen-94.png,224,224
White-breasted Waterhen,33,35,100,186,White-breasted Waterhen-96.png,224,224
White-breasted Waterhen,96,85,33,31,White-breasted Waterhen-98.png,224,224
White-breasted Waterhen,114,121,25,48,White-breasted Waterhen-99.png,224,224
White-breasted Waterhen,93,121,33,22,White-breasted Waterhen-127.png,224,224
White-breasted Waterhen,47,57,74,78,White-breasted Waterhen-128.png,224,224
White-breasted Waterhen,12,48,23,31,White-breasted Waterhen-130.png,224,224
White-breasted Waterhen,169,66,21,35,White-breasted Waterhen-130.png,224,224
White-breasted Waterhen,28,110,103,63,White-breasted Waterhen-130.png,224,224
White-breasted Waterhen,77,101,31,28,White-breasted Waterhen-131.png,224,224
White-breasted Waterhen,110,106,58,52,White-breasted Waterhen-132.png,224,224
White-breasted Waterhen,52,112,32,27,White-breasted Waterhen-133.png,224,224
White-breasted Waterhen,87,71,94,64,White-breasted Waterhen-134.png,224,224
