label,top_left_x,top_left_y,width,height,image_name,image_width,image_height
Spotted Dove,63,70,92,101,Spotted Dove-66.png,224,224
Spotted Dove,68,103,36,26,Spotted Dove-67.png,224,224
Spotted Dove,82,122,64,23,Spotted Dove-68.png,224,224
Spotted Dove,36,75,144,69,Spotted Dove-7.png,224,224
Spotted Dove,1,28,223,170,Spotted Dove-70.png,224,224
Spotted Dove,54,79,109,64,Spotted Dove-71.png,224,224
Spotted Dove,61,162,28,29,Spotted Dove-72.png,224,224
Spotted Dove,42,74,60,45,Spotted Dove-73.png,224,224
Spotted Dove,48,119,60,22,Spotted Dove-73.png,224,224
Spotted Dove,21,137,83,18,Spotted Dove-75.png,224,224
Spotted Dove,108,87,35,25,Spotted Dove-76.png,224,224
Spotted Dove,61,79,100,59,Spotted Dove-78.png,224,224
Spotted Dove,1,108,50,61,Spotted Dove-81.png,224,224
Spotted Dove,133,60,46,81,Spotted Dove-81.png,224,224
Spotted Dove,62,110,53,33,Spotted Dove-83.png,224,224
Spotted Dove,69,110,51,21,Spotted Dove-84.png,224,224
Spotted Dove,56,44,158,86,Spotted Dove-87.png,224,224
Spotted Dove,30,87,104,89,Spotted Dove-9.png,224,224
Spotted Dove,0,48,171,91,Spotted Dove-92.png,224,224
Spotted Dove,3,37,220,135,Spotted Dove-93.png,224,224
Spotted Dove,76,20,71,167,Spotted Dove-94.png,224,224
Spotted Dove,50,82,58,97,Spotted Dove-95.png,224,224
Spotted Dove,62,100,111,103,Spotted Dove-95.png,224,224
Spotted Dove,12,14,168,182,Spotted Dove-96.png,224,224
Spotted Dove,13,7,153,108,Spotted Dove-97.png,224,224
Spotted Dove,69,78,77,45,Spotted Dove-99.png,224,224
Spotted Dove,53,97,171,74,Spotted Dove-136.png,224,224
Spotted Dove,132,30,43,64,Spotted Dove-138.png,224,224
Spotted Dove,96,94,47,52,Spotted Dove-139.png,224,224
Spotted Dove,72,47,118,151,Spotted Dove-140.png,224,224
