,index,id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
31,573,98871948,2021-10-21 17:58:53,2021-10-21,2021-10-21 09:58:53 UTC,Singapore,4385114,sanjana_,2021-10-21 11:39:13 UTC,2021-10-22 08:04:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/98871948,https://inaturalist-open-data.s3.amazonaws.com/photos/164713907/medium.jpeg,,,,2,0,False,2.0,Tampines Eco Green,1.3637808594,103.9481855929,264.0,,,,264.0,,open,False,gps,gps,Black-naped Oriole,Oriolus chinensis,Black-naped Oriole,Aves,7867
32,558,96879285,2021/10/02 8:40 AM +0800,2021-10-02,2021-10-02 00:40:00 UTC,Singapore,162339,sohkamyung,2021-10-02 11:49:13 UTC,2021-10-04 08:56:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/96879285,https://inaturalist-open-data.s3.amazonaws.com/photos/161011602/medium.jpeg,,,,2,0,False,,"Hougang, Singapore",1.363587,103.8901199722,,,,,,,open,False,,,Black-naped Oriole,Oriolus chinensis,Black-naped Oriole,Aves,7867
33,24,45072507,2020/05/05 5:30PM SST,2020-05-05,2020-05-05 04:30:00 UTC,Samoa,2885696,horacewhippet,2020-05-06 14:43:02 UTC,2020-05-07 03:23:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/45072507,https://inaturalist-open-data.s3.amazonaws.com/photos/71460198/medium.jpg,,,,4,0,False,,"Brizay Park, Singapore",1.352083,103.819836,33607.0,,,,33607.0,,open,False,,,Black-naped Oriole,Oriolus chinensis,Black-naped Oriole,Aves,7867
34,137,56967088,Wed Aug 19 2020 16:52:32 GMT+0800 (GMT+8),2020-08-19,2020-08-19 08:52:32 UTC,Singapore,579540,g33k5p34k,2020-08-19 20:42:24 UTC,2020-08-21 08:49:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/56967088,https://inaturalist-open-data.s3.amazonaws.com/photos/90825430/medium.jpg,,,,4,0,False,3.0,"Red Brick Path, Holland Village, Singapore, SG",1.32013833,103.81574167,14.0,,,,14.0,,open,False,,,Black-naped Oriole,Oriolus chinensis,Black-naped Oriole,Aves,7867
35,639,101822094,2021-11-24 15:34:47,2021-11-24,2021-11-24 07:34:47 UTC,Singapore,162339,sohkamyung,2021-11-24 13:12:57 UTC,2021-11-24 14:42:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101822094,https://inaturalist-open-data.s3.amazonaws.com/photos/170088491/medium.jpeg,,,"Observed trying to get at something on underside of the branch, even hanging upside down.",1,0,False,2.0,"Hougang, Singapore",1.3620704293,103.889391236,32.0,,,,32.0,,open,False,gps,gps,Black-naped Oriole,Oriolus chinensis,Black-naped Oriole,Aves,7867
36,258,66649958,2020/12/13 2:57 PM +0800,2020-12-13,2020-12-13 06:57:00 UTC,Singapore,651850,patricialorenz,2020-12-16 11:30:10 UTC,2020-12-17 14:41:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/66649958,https://inaturalist-open-data.s3.amazonaws.com/photos/107492900/medium.jpeg,,,,2,0,False,,"Tampines Eco Green, Singapore",1.3638614064,103.9482714306,274.0,,,,274.0,,open,False,,,Black-naped Oriole,Oriolus chinensis,Black-naped Oriole,Aves,7867
37,177,61296861,2020/09/27 5:08 PM +0800,2020-09-27,2020-09-27 09:08:00 UTC,Singapore,1810128,pseudomonasry,2020-09-30 13:39:25 UTC,2020-09-30 15:26:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61296861,https://inaturalist-open-data.s3.amazonaws.com/photos/98068284/medium.jpeg,,,,2,0,False,,"Tampines Ave 7, Singapore",1.3590867,103.944574,126.0,,,,126.0,,open,False,,,Black-naped Oriole,Oriolus chinensis,Black-naped Oriole,Aves,7867
38,36,47060878,2020-05-24 9:11:22 AM GMT+08:00,2020-05-24,2020-05-24 01:11:22 UTC,Singapore,651850,patricialorenz,2020-05-24 02:20:58 UTC,2020-05-25 07:48:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/47060878,https://inaturalist-open-data.s3.amazonaws.com/photos/74635593/medium.jpeg,,,Feeding young in nest,2,0,False,2.0,Jalan Pari Dedap Playground,1.3331085731,103.9437120035,263.0,,,,263.0,,open,False,gps,gps,Black-naped Oriole,Oriolus chinensis,Black-naped Oriole,Aves,7867
39,189,62188928,2020-10-10,2020-10-10,,Singapore,1810128,pseudomonasry,2020-10-10 12:53:31 UTC,2020-10-11 16:07:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/62188928,https://inaturalist-open-data.s3.amazonaws.com/photos/99608974/medium.jpeg,,,,4,0,False,,"Queenstown, Singapore",1.2787710799,103.8018321991,122.0,,,,122.0,,open,False,,,Black-naped Oriole,Oriolus chinensis,Black-naped Oriole,Aves,7867
40,72,50973870,2020-06-26 12:08:01 PM GMT+08:00,2020-06-26,2020-06-26 04:08:01 UTC,Singapore,162339,sohkamyung,2020-06-26 11:04:14 UTC,2020-07-22 10:38:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/50973870,https://inaturalist-open-data.s3.amazonaws.com/photos/80969059/medium.jpeg,,,Observed feeding on papaya,3,0,False,2.0,"Hougang, Singapore",1.3621445044,103.8893124461,17.0,,,,17.0,,open,False,gps,gps,Black-naped Oriole,Oriolus chinensis,Black-naped Oriole,Aves,7867
41,441,81992490,2021/06/04 2:40 AM UTC,2021-06-04,2021-06-04 02:40:00 UTC,UTC,4374994,sharikavbhat,2021-06-07 07:44:02 UTC,2021-06-07 14:15:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/81992490,https://inaturalist-open-data.s3.amazonaws.com/photos/134531448/medium.jpeg,,,,2,0,False,,"Eden Condo, Singapore",1.352083,103.818462709,4722.0,,,,4722.0,,open,False,,,Black-naped Oriole,Oriolus chinensis,Black-naped Oriole,Aves,7867
42,530,93831166,2021/09/06 7:46 AM UTC,2021-09-06,2021-09-06 07:46:00 UTC,UTC,4902268,aayusharya,2021-09-06 07:52:56 UTC,2021-09-07 15:04:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/93831166,https://inaturalist-open-data.s3.amazonaws.com/photos/155569884/medium.jpeg,,,High rise buildings,2,0,False,,"Choa Chu Kang, Singapore",1.3839710815,103.7469863892,244.0,,,,244.0,,open,False,,,Black-naped Oriole,Oriolus chinensis,Black-naped Oriole,Aves,7867
43,506,91608081,2021-08-17 12:43:41,2021-08-17,2021-08-17 04:43:41 UTC,Singapore,302427,drkat,2021-08-18 05:21:25 UTC,2021-08-18 14:39:45 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/91608081,https://inaturalist-open-data.s3.amazonaws.com/photos/151560664/medium.jpeg,,,,2,0,False,2.0,"Newton, Singapore",1.3058997507,103.8349946961,119.0,,,,119.0,,open,False,gps,gps,Black-naped Oriole,Oriolus chinensis,Black-naped Oriole,Aves,7867
44,564,97744644,Sun Oct 10 2021 13:30:34 GMT+0800 (GMT+8),2021-10-10,2021-10-10 05:30:34 UTC,Beijing,3174592,tiark,2021-10-10 08:09:29 UTC,2021-10-12 13:14:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/97744644,https://inaturalist-open-data.s3.amazonaws.com/photos/162611363/medium.jpg,,,,3,0,False,3.0,"Taman Kembangan, Kembangan, Singapore, SG",1.3246709001,103.9147586665,22.0,,,,22.0,,open,False,,,Black-naped Oriole,Oriolus chinensis,Black-naped Oriole,Aves,7867
45,437,81544448,2021-06-04 13:52:08,2021-06-04,2021-06-04 05:52:08 UTC,Singapore,4063353,gavin_n,2021-06-04 10:48:45 UTC,2021-12-26 05:24:45 UTC,research,CC0,https://www.inaturalist.org/observations/81544448,https://inaturalist-open-data.s3.amazonaws.com/photos/133765097/medium.jpeg,,,,3,0,False,2.0,"Sengkang, Singapore",1.3986136363,103.8869132102,19.0,,,,19.0,,open,False,gps,gps,Black-naped Oriole,Oriolus chinensis,Black-naped Oriole,Aves,7867
46,675,103573395,Fri Dec 24 2021 09:42:37 GMT+0800 (GMT+8),2021-12-24,2021-12-24 01:42:37 UTC,Beijing,4522452,naturalist_jared,2021-12-24 09:50:56 UTC,2021-12-24 15:27:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/103573395,https://inaturalist-open-data.s3.amazonaws.com/photos/173380185/medium.jpg,,,,2,0,False,3.0,,1.2709718245,103.9997797084,69.0,,,,31447.0,obscured,open,True,,,Black-naped Oriole,Oriolus chinensis,Black-naped Oriole,Aves,7867
47,476,86955637,Wed Jul 14 2021 10:54:48 GMT+0800 (GMT+8),2021-07-14,2021-07-14 02:54:48 UTC,Perth,4385114,sanjana_,2021-07-14 07:20:00 UTC,2021-07-15 14:09:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/86955637,https://inaturalist-open-data.s3.amazonaws.com/photos/143340458/medium.jpg,,,,2,0,False,3.0,"Dunman Secondary School, Tampines, Singapore, SG",1.3612849715,103.9560661316,62.0,,,,62.0,,open,False,,,Black-naped Oriole,Oriolus chinensis,Black-naped Oriole,Aves,7867
48,627,101074690,2021/11/13 9:25 AM +0800,2021-11-13,2021-11-13 01:25:00 UTC,Singapore,4022718,samuel_lee,2021-11-14 06:54:17 UTC,2021-11-15 08:22:18 UTC,research,CC-BY,https://www.inaturalist.org/observations/101074690,https://inaturalist-open-data.s3.amazonaws.com/photos/168756907/medium.jpeg,,,"Likely to be a female since its plumage is slightly duller and it has a greenish mantle visible when it starts preening its wing feathers. Once again, pink to orange bill, but with a thick black eye stripe extending from the base of the beak around the back of its nape. Basal portion of its retrices seem to have a black stripe, along with its black primary wing feathers. Light gray primary and secondary wing feathers on the underside of its wing, with downy yellow primary coverts, secondary coverts, and scapulars.",12,0,False,,"Bukit Merah, Singapore",1.2705715734,103.8214783905,1.0,,,,1.0,,open,False,,,Black-naped Oriole,Oriolus chinensis,Black-naped Oriole,Aves,7867
