,index,id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
10,511,85745525,2021/06/16 11:52 AM +0800,2021-06-16,2021-06-16 03:52:00 UTC,Singapore,651850,patricialorenz,2021-07-05 10:20:36 UTC,2021-07-05 14:50:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/85745525,https://inaturalist-open-data.s3.amazonaws.com/photos/141134011/medium.jpeg,,,,2,0,False,,"Jalan Pari Kikis, Singapore",1.3316179546,103.9433109265,96.0,,,,96.0,,open,False,,,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
11,220,60795283,Sat Sep 26 2020 12:49:31 GMT+0800 (GMT+8),2020-09-26,2020-09-26 04:49:31 UTC,Australia/Perth,3174592,tiark,2020-09-26 05:53:15 UTC,2020-09-26 09:49:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/60795283,https://inaturalist-open-data.s3.amazonaws.com/photos/97234690/medium.jpg,,,,4,0,False,3.0,"Taman Kembangan, Kembangan, Singapore, SG",1.3246409958,103.9147833105,22.0,,,,22.0,,open,False,,,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
12,13,40749910,Wed Mar 25 2020 10:57:05 GMT+0800 (GMT+8),2020-03-25,2020-03-25 02:57:05 UTC,Australia/Perth,2675512,pohchoo,2020-03-26 12:26:59 UTC,2020-03-26 14:41:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/40749910,https://inaturalist-open-data.s3.amazonaws.com/photos/64596729/medium.jpg,,,,1,0,False,3.0,"Mount Faber Park, Telok Blangah, Singapore, SG",1.2737076963,103.816626082,96.0,,,,96.0,,open,False,,,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
13,809,106656959,2022-02-13 10:00:00,2022-02-13,2022-02-13 02:00:00 UTC,Singapore,4050931,e0426187jessica22,2022-02-13 04:53:57 UTC,2022-02-13 10:30:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/106656959,https://inaturalist-open-data.s3.amazonaws.com/photos/179216951/medium.jpeg,,,small bird seen flitting around bushes. Prominent yellow belly with green-brown back and wings. Beak and tail are black. Underside of wings are grayish. Throat is black w,3,0,False,2.0,Jurong Lake Gardens,1.3380545636,103.7258328125,212.0,,,,212.0,,open,False,gps,gps,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
14,470,82296397,Wed Jun 09 2021 18:25:01 GMT+0800 (GMT+8),2021-06-09,2021-06-09 10:25:01 UTC,Perth,3446887,romejonpaul,2021-06-09 14:58:03 UTC,2021-06-10 05:43:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/82296397,https://inaturalist-open-data.s3.amazonaws.com/photos/135057578/medium.jpg,,,,2,0,False,3.0,"Bishan-Ang Mo Kio Park, Thomson, Singapore, SG",1.3656930961,103.8356715294,155.0,,,,155.0,,open,False,,,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
15,285,66518525,2020-12-13 8:14:39 AM GMT+08:00,2020-12-13,2020-12-13 00:14:39 UTC,Australia/Perth,1163010,prakashbr,2020-12-13 14:05:43 UTC,2020-12-14 01:49:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/66518525,https://inaturalist-open-data.s3.amazonaws.com/photos/107249126/medium.jpeg,,,,2,0,False,2.0,"Jurong East, Singapore",1.3358996602,103.7261737883,177.0,,,,177.0,,open,False,gps,gps,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
16,216,60386583,2020-09-22 9:47:12 AM GMT+08:00,2020-09-22,2020-09-22 01:47:12 UTC,Singapore,51342,big-simonchan,2020-09-22 02:48:05 UTC,2020-09-22 13:23:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/60386583,https://inaturalist-open-data.s3.amazonaws.com/photos/96556929/medium.jpeg,,,Walkway,5,0,False,2.0,Khoo Teck Puat Hospital,1.424614118,103.8382170349,526.0,,,,526.0,,open,False,gps,gps,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
17,786,105497766,2022/01/24 3:25 PM +0800,2022-01-24,2022-01-24 07:25:00 UTC,Singapore,604276,catalinatong,2022-01-24 13:25:02 UTC,2022-01-25 14:02:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/105497766,https://inaturalist-open-data.s3.amazonaws.com/photos/177022836/medium.jpeg,,,,3,0,False,,"Toa Payoh, Singapore",1.3348377933,103.8552090146,73.0,,,,73.0,,open,False,,,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
18,146,53926701,2020-07-22 11:21:28 AM GMT+08:00,2020-07-22,2020-07-22 03:21:28 UTC,Singapore,51342,big-simonchan,2020-07-22 08:18:54 UTC,2020-07-22 12:15:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/53926701,https://inaturalist-open-data.s3.amazonaws.com/photos/85785689/medium.jpeg,,,Med hdn,3,0,False,2.0,Khoo Teck Puat Hospital,1.424614118,103.8382170349,526.0,,,,526.0,,open,False,gps,gps,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
19,54,46940180,2020-05-22 3:58:29 PM GMT+08:00,2020-05-22,2020-05-22 07:58:29 UTC,Singapore,747491,meiyeesung,2020-05-23 08:29:51 UTC,2020-05-28 11:12:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/46940180,https://inaturalist-open-data.s3.amazonaws.com/photos/74446319/medium.jpeg,,,,3,0,False,2.0,489135,1.3321626798,103.9487944543,6.0,,,,6.0,,open,False,gps,gps,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
20,711,101603105,2021/11/21 9:32 AM +0800,2021-11-21,2021-11-21 01:32:00 UTC,Singapore,162339,sohkamyung,2021-11-21 10:04:21 UTC,2021-11-21 11:52:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101603105,https://inaturalist-open-data.s3.amazonaws.com/photos/169703375/medium.jpeg,,,,2,0,False,,"Punggol, Singapore",1.404268,103.9242019722,,,,,,,open,False,,,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
21,694,100940362,2021/11/08 10:50 AM UTC,2021-11-08,2021-11-08 10:50:00 UTC,UTC,5178604,e0415469clement21,2021-11-12 18:06:58 UTC,2021-11-16 05:22:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/100940362,https://inaturalist-open-data.s3.amazonaws.com/photos/168524705/medium.jpeg,,,"A female adult olive-backed sunbird, jumping and flying about a shrub. Its distinct sexual dimorphism suggests that it is a female. It has a plain olive back running from its forehead down to its uppertail coverts, and an yellow underside from its throat to its nape, belly and underside coverts. It has a black curved bill and black legs.
",13,0,False,,Singapore Botanic Gardens,1.317083,103.816646,,,,,,,open,False,,,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
22,641,96693051,Thu Sep 30 2021 18:28:57 GMT+0800 (GMT+8),2021-09-30,2021-09-30 10:28:57 UTC,Beijing,4007747,phliew,2021-09-30 16:01:56 UTC,2021-10-01 06:28:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/96693051,https://inaturalist-open-data.s3.amazonaws.com/photos/160674144/medium.jpg,,,,2,0,False,3.0,"Hougang Primary School, Hougang, Singapore, SG",1.3775045641,103.8809651523,29.0,,,,29.0,,open,False,,,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
23,273,65730844,Sat Nov 28 2020 10:14:16 GMT+0800 (GMT+8),2020-11-28,2020-11-28 02:14:16 UTC,Asia/Hong_Kong,3174592,tiark,2020-11-28 03:20:06 UTC,2020-12-05 10:45:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/65730844,https://inaturalist-open-data.s3.amazonaws.com/photos/105843897/medium.jpg,,,,2,0,False,3.0,"Bah Soon Pah Rd, Yishun, Singapore, SG",1.4199616667,103.8271783333,3.0,,,,3.0,,open,False,,,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
24,207,59341886,2020/09/10 10:23 AM +0800,2020-09-10,2020-09-10 02:23:00 UTC,Singapore,651850,patricialorenz,2020-09-12 17:35:04 UTC,2020-09-13 03:46:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/59341886,https://inaturalist-open-data.s3.amazonaws.com/photos/94809990/medium.jpeg,,,,2,0,False,,"Jalan Pari Kikis, Singapore",1.3316179546,103.9433109265,96.0,,,,96.0,,open,False,,,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
25,793,105815962,2022-01-29 09:01:59,2022-01-29,2022-01-29 01:01:59 UTC,Singapore,5295561,e0406234ishaan22,2022-01-30 03:35:33 UTC,2022-02-01 19:04:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/105815962,https://inaturalist-open-data.s3.amazonaws.com/photos/177632257/medium.jpeg,,,"It is a very small bird with a thin and long beak relative to its size. The beak seemed somewhere in between something adapted to nectar feeling and generalist type of beak. It has a dark head with the colouration extending till its breast (possibly seen that way due to the lighting conditions at that time) lower parts are bright yellow. 

It was seen flying rapidly tree to tree. Some other individuals of the same species were also seen picking up tiny twigs and possibly transporting them to their nest. ",3,0,False,2.0,"Tanglin, Singapore",1.3153022997,103.8158032,,,,,,,open,False,gps,gps,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
26,332,69087641,2021/02/04 12:19 PM UTC,2021-02-04,2021-02-04 12:19:00 UTC,UTC,3945400,e0324435tzemin21,2021-02-05 14:55:23 UTC,2021-02-15 02:41:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69087641,https://inaturalist-open-data.s3.amazonaws.com/photos/112026526/medium.jpeg,,,"Yellow belly. Shiny purplish blue throat. Olive colored wings and back. White under tail coverts. Black beak. Male.

Spotted at landed residential estates.",13,0,False,,"Bukit Panjang, Singapore",1.3573876931,103.7694963012,277.0,,,,277.0,,open,False,,,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
27,104,51607474,2020/07/01 4:33 PM +0800,2020-07-01,2020-07-01 08:33:00 UTC,Singapore,651850,patricialorenz,2020-07-01 18:23:10 UTC,2020-07-18 07:58:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/51607474,https://inaturalist-open-data.s3.amazonaws.com/photos/82005706/medium.jpeg,,,female,4,0,False,,"Tanjong Rhu, Singapore",1.2947971527,103.8662886778,21.0,,,,21.0,,open,False,,,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
28,170,54915036,Thu Jul 30 2020 13:04:31 GMT+0800 (GMT+8),2020-07-30,2020-07-30 05:04:31 UTC,Australia/Perth,3174592,tiark,2020-07-31 11:05:03 UTC,2020-08-01 07:31:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54915036,https://inaturalist-open-data.s3.amazonaws.com/photos/87408822/medium.jpg,,,,5,0,False,3.0,"Jalan Senyum, Kembangan, Singapore, SG",1.3245668395,103.914806972,65.0,,,,65.0,,open,False,,,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
29,608,93817789,Sat Sep 04 2021 17:22:59 GMT+0800 (GMT+8),2021-09-04,2021-09-04 09:22:59 UTC,Beijing,4883560,darrenlimct,2021-09-06 03:30:28 UTC,2021-09-07 15:14:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/93817789,https://inaturalist-open-data.s3.amazonaws.com/photos/155545566/medium.jpg,,,"Parks, inclusive of nature reserves",2,0,False,3.0,"Bukit Timah Nature Reserve, Singapore, Singapore, SG",1.3577995591,103.7793874959,1720.0,,,,1720.0,,open,False,,,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
30,209,59835515,2020-09-16 6:02:34 PM GMT+08:00,2020-09-16,2020-09-16 10:02:34 UTC,Singapore,44170,gancw1,2020-09-17 00:39:21 UTC,2020-09-20 06:03:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/59835515,https://inaturalist-open-data.s3.amazonaws.com/photos/95637343/medium.jpeg,,,,5,0,False,2.0,"Clementi, Singapore",1.2948321193,103.7685047463,94.0,,,,94.0,,open,False,gps,gps,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
31,140,53711727,2020-07-20 11:20:52 AM GMT+08:00,2020-07-20,2020-07-20 03:20:52 UTC,Singapore,162339,sohkamyung,2020-07-20 10:48:49 UTC,2020-07-21 00:54:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/53711727,https://inaturalist-open-data.s3.amazonaws.com/photos/85441133/medium.jpeg,,,,4,0,False,2.0,"Hougang, Singapore",1.3620707645,103.889391236,33.0,,,,33.0,,open,False,gps,gps,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
32,478,83250748,Wed Jun 16 2021 08:30:36 GMT+0800 (GMT+8),2021-06-16,2021-06-16 00:30:36 UTC,Perth,4007747,phliew,2021-06-16 12:18:01 UTC,2021-06-16 14:00:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/83250748,https://inaturalist-open-data.s3.amazonaws.com/photos/136712963/medium.jpg,,,,1,0,False,3.0,"Hougang Primary School, Hougang, Singapore, SG",1.37747,103.8813033333,4.0,,,,4.0,,open,False,,,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
33,2,39685170,Sun Mar 08 2020 11:39:04 GMT+0800 (GMT+8),2020-03-08,2020-03-08 03:39:04 UTC,Singapore,748017,a0161955xcharis18,2020-03-08 03:39:19 UTC,2020-03-08 10:04:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/39685170,https://inaturalist-open-data.s3.amazonaws.com/photos/62985132/medium.jpg,,,,1,0,False,3.0,"Science Centre Road, Jurong, Singapore, SG",1.3311178051,103.7386635785,15.0,,,,15.0,,open,False,,,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
34,599,93441173,2021-09-03 09:37:49,2021-09-03,2021-09-03 09:37:49 UTC,UTC,4029721,flwv,2021-09-03 04:19:58 UTC,2021-09-04 12:39:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/93441173,https://inaturalist-open-data.s3.amazonaws.com/photos/154872568/medium.jpeg,,,,3,0,False,2.0,"Tampines, Singapore",1.3646181418,103.9518337324,71.0,,,,71.0,,open,False,gps,gps,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
35,566,90744244,Wed Aug 11 2021 13:38:11 GMT+0800 (GMT+8),2021-08-11,2021-08-11 05:38:11 UTC,Perth,3174592,tiark,2021-08-11 05:44:39 UTC,2021-08-16 08:44:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/90744244,https://inaturalist-open-data.s3.amazonaws.com/photos/150006209/medium.jpg,,,,2,0,False,3.0,"Taman Kembangan, Kembangan, Singapore, SG",1.3246583333,103.914795,4.0,,,,4.0,,open,False,,,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
36,394,74215700,2021-04-17 8:20:50 AM GMT+08:00,2021-04-17,2021-04-17 00:20:50 UTC,Singapore,162339,sohkamyung,2021-04-17 06:59:59 UTC,2021-04-17 15:23:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74215700,https://inaturalist-open-data.s3.amazonaws.com/photos/121273049/medium.jpeg,,,,3,0,False,2.0,"Hougang, Singapore",1.361671,103.888659,,,,,,,open,False,gps,gps,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
37,334,69301250,2021/01/31 5:44 PM +0800,2021-01-31,2021-01-31 09:44:00 UTC,Singapore,514269,marcelfinlay,2021-02-09 11:31:56 UTC,2021-02-09 14:07:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69301250,https://inaturalist-open-data.s3.amazonaws.com/photos/112430601/medium.jpeg,,,,2,0,False,,"Marina South, Singapore",1.2763489767,103.8671151751,15.0,,,,15.0,,open,False,,,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
38,188,56925024,Wed Aug 19 2020 16:59:28 GMT+0800 (GMT+8),2020-08-19,2020-08-19 08:59:28 UTC,Australia/Perth,3174592,tiark,2020-08-19 11:48:44 UTC,2020-08-19 15:16:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/56925024,https://inaturalist-open-data.s3.amazonaws.com/photos/90753899/medium.jpg,,,,4,0,False,3.0,"Taman Kembangan, Kembangan, Singapore, SG",1.3247024028,103.914768371,22.0,,,,22.0,,open,False,,,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
39,152,54143947,2020-07-24 4:36:02 PM GMT+08:00,2020-07-24,2020-07-24 08:36:02 UTC,Singapore,162339,sohkamyung,2020-07-24 10:52:41 UTC,2020-07-25 00:53:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54143947,https://inaturalist-open-data.s3.amazonaws.com/photos/86136779/medium.jpeg,,,,4,0,False,2.0,"Hougang, Singapore",1.3620707645,103.889391236,33.0,,,,33.0,,open,False,gps,gps,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
40,753,103745253,2021/12/27 3:14 PM UTC,2021-12-27,2021-12-27 15:14:00 UTC,UTC,5011432,minder-singh,2021-12-27 10:45:45 UTC,2021-12-27 14:33:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/103745253,https://inaturalist-open-data.s3.amazonaws.com/photos/173708566/medium.jpeg,,,,3,0,False,,"Marina East, Singapore",1.2912788,103.8709039,1170.0,,,,1170.0,,open,False,,,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
41,745,103242073,2021/12/17 4:42 PM UTC,2021-12-17,2021-12-17 16:42:00 UTC,UTC,5011432,minder-singh,2021-12-18 09:48:44 UTC,2021-12-18 14:36:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/103242073,https://inaturalist-open-data.s3.amazonaws.com/photos/172744464/medium.jpeg,,,,3,0,False,,"Clementi, Singapore",1.3161811,103.7649377,3076.0,,,,3076.0,,open,False,,,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
42,95,50521251,Mon Jun 22 2020 13:19:49 GMT+0800 (GMT+8),2020-06-22,2020-06-22 05:19:49 UTC,Australia/Perth,3174592,tiark,2020-06-22 06:01:35 UTC,2020-07-22 10:45:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/50521251,https://inaturalist-open-data.s3.amazonaws.com/photos/80220992/medium.jpg,,,,4,0,False,3.0,"Jalan Senyum, Kembangan, Singapore, SG",1.3247257149,103.9148097441,22.0,,,,22.0,,open,False,,,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
43,156,54358088,Wed Jul 22 2020 12:41:59 GMT+0800 (GMT+8),2020-07-22,2020-07-22 04:41:59 UTC,Australia/Perth,3174592,tiark,2020-07-26 04:15:57 UTC,2020-07-26 10:41:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54358088,https://inaturalist-open-data.s3.amazonaws.com/photos/86491544/medium.jpg,,,,3,0,False,3.0,"Taman Kembangan, Kembangan, Singapore, SG",1.3246931537,103.9147603902,22.0,,,,22.0,,open,False,,,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
44,582,92668914,Mon Aug 23 2021 18:10:46 GMT+0800 (GMT+8),2021-08-23,2021-08-23 10:10:46 UTC,Beijing,4007747,phliew,2021-08-27 13:54:35 UTC,2021-08-28 15:13:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/92668914,https://inaturalist-open-data.s3.amazonaws.com/photos/153473484/medium.jpg,,,,1,0,False,3.0,"Hougang Primary School, Hougang, Singapore, SG",1.3774554542,103.8809813205,26.0,,,,26.0,,open,False,,,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
45,406,76378077,2021/03/26 8:43 AM +0800,2021-03-26,2021-03-26 00:43:00 UTC,Singapore,651850,patricialorenz,2021-05-02 01:39:51 UTC,2021-05-17 09:03:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/76378077,https://inaturalist-open-data.s3.amazonaws.com/photos/124940064/medium.jpeg,,,,2,0,False,,"Yunnan Garden @ Nanyang Technological University, Singapore",1.3431152033,103.6847982862,109.0,,,,109.0,,open,False,,,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
46,169,54905787,Wed Jul 29 2020 14:05:44 GMT+0800 (GMT+8),2020-07-29,2020-07-29 06:05:44 UTC,Australia/Perth,3174592,tiark,2020-07-31 07:35:12 UTC,2020-08-01 01:27:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54905787,https://inaturalist-open-data.s3.amazonaws.com/photos/87393081/medium.jpg,,,,3,0,False,3.0,"Taman Kembangan, Kembangan, Singapore, SG",1.3247194839,103.9147679947,22.0,,,,22.0,,open,False,,,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Aves,145194
